date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,Company
Thu Jun 16 2016 18:17:46 GMT-0400 (Eastern Daylight Time),,"Brooklyn, NY","Business Analyst in Brooklyn, NY",A Good place to work!,I have been working at Millennium for less than a year,1,"The people you work with are very smart and also highly experienced. The amount of expertise and knowledge people bring to the table elevates the level of discussion. This is not just a job, its on-job learning, everyday.",Not any specific cons as such but I guess this holds good for any NYC based financial services firm. The culture is very uptight unlike Silicon Valley culture.,,5.0,5.0,4.0,4.0,4.0,4.0,Recommends,,Approves of CEO,millenium
Wed Apr 20 2016 08:31:38 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Millennium Growth,I worked at Millennium full-time,1,Millennium continues to grow. They hire the best talent in all areas of the firm. The review process is thorough and balanced. The work environment in technology is high paced and project oriented. Careful prioritization and selection of projects leads to clear understanding of what is on deck. Technology is continuously improving in both the Hardware and Software areas.,"Work / Life balance: The work is challenging and will require your full dedication possibly including several evenings a week to keep pace. Priorities often change resulting in two steps forward, one step back feeling.",,5.0,3.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,millenium
Sun Mar 20 2016 14:29:55 GMT-0400 (Eastern Daylight Time), Analyst,"New York, NY",Former Employee ,Great job if you can keep it,I worked at Millennium full-time for more than a year,9,"competitive payouts, lots of resources. non-political environment. very much a meritocracy. good reputation on the street so all your calls get answered.",you will be let go if you no longer add value to the team. this is true of any company but an especially brutal truth at MIllennium. There is no such thing as team building or such things.,,4.0,4.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,millenium
Mon May 02 2016 15:59:07 GMT-0400 (Eastern Daylight Time),,"New York, NY","Analyst in New York, NY",Analyst,I worked at Millennium,2,"Good resources, good IT support (not the most relevant thing if you are a research analyst)",Very bureaucratic Everyone is crammed up in cubicles (no way to do research) Pods within the same sector are very catty between each other.,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,millenium
Sun Apr 24 2016 14:30:02 GMT-0400 (Eastern Daylight Time),,,Former Employee ,I'd question some of these 4-5 star reviews....,I worked at Millennium full-time,10,Low cost structure for portfolio managers & higher payouts then competitors.,"Higher payouts come at a price. Management adjusts individuals/pods agreed upon stops at any point in time, particularly when the overall fund is experiencing a down day.",,1.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,,millenium
Tue Feb 23 2016 09:48:51 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY",Operations,I worked at Millennium,7,Started as a laid back envirnoment,New operations management only looks out for themselves and does not care about previous employees and there skills. Just looked to clean house and bring in there own.,,2.0,2.0,3.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,millenium
Tue Mar 08 2016 14:48:04 GMT-0500 (Eastern Standard Time),,"New York, NY",Current Employee ,Jr. PM,I have been working at Millennium full-time for more than a year,7,Decent % payouts. Come and go as you please.,"Lousy base salary, operationally intensive, segregated, dated technology(aside from Position Management System). Management is non-communicative, socially awkward to put it bluntly and not to be trusted.",,1.0,4.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,,millenium
Sun Jan 10 2016 17:52:32 GMT-0500 (Eastern Standard Time), Trader,"New York, NY",Current Employee ,Trader,I have been working at Millennium full-time for more than a year,4,"Bright/motivated people, advanced infrastructure/technology, fair/enticing rewarding mechanism. You get to work in full cycle of from trading idea generation to portfolio management. You get paid by what you produce. It's a great place to make impact if you are smart and dedicated.",Not so much except that the nature of groups working orthogonally might not be a fit for everyone. You gotta be very independent to generate results.,,5.0,5.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Fri Nov 06 2015 10:47:49 GMT-0500 (Eastern Standard Time),,"Greenwich, CT",Former Employee ,Trader,I worked at Millennium full-time for more than 5 years,1,Gain exposure to a number of bright market participants and are able to stress test trading ideas off some of the best in the business. The trading technology and infrastructure are top notch.,I do not have anything bad to say about this place. I am sure there is some variability in one's experience depending on the group/manager you work for.,,5.0,5.0,5.0,5.0,4.0,5.0,,,,millenium
Mon Sep 21 2015 19:06:20 GMT-0400 (Eastern Daylight Time),,"New York, NY"," in New York, NY",Boiler Pot,I worked at Millennium,21,"You work alongside some very intelligent and talented individuals. There is much expected of you here and you will be groomed for future success at future companies. Needless to say, the name in itself will open doors for you as well.","It is so large that the culture resembles a big bank and less a small hedge fund. The politics are severe and despite your loyalty to the company, there is no loyalty to you. Make a big enough mistake (and it need not be large) and you are gone. Just had a kid? Bought a new house? Fallen on hard times? They don't care. Cross them, and gone. Just like that. Also, there is no support or guidance. People are quick to fault find and finger point so don't dare ask a question or you will become the butt of gossip as an incompetent who should not be working at mlp. They are also a bit on the cheap side for compensation and benefits.",,3.0,1.0,2.0,2.0,2.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,millenium
Mon Oct 19 2015 04:43:19 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Facilities Coordinator,I have been working at Millennium full-time,0,Great company with room for growth. very private,"i had a great time at millennium, don't have much cons in my eyes.",,4.0,4.0,3.0,3.0,4.0,4.0,Recommends,Positive Outlook,,millenium
Mon Sep 28 2015 12:37:06 GMT-0400 (Eastern Daylight Time),,, ,Intern,I worked at Millennium,0,"Flexible, entrepreneurial, flat work environment","Did not have any, great experience.",,5.0,5.0,5.0,5.0,5.0,5.0,,,,millenium
Thu Sep 24 2015 17:34:33 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Buyer Beware.....,I worked at Millennium full-time,32,"Decent comp structure, talented individuals across all lines of business. Free lunch but only on Fridays.","Make sure you know what you're getting into by going here. Every negative thing you hear about this place is true. Management makes promises to lure you in and delivers whatever they see fit once you've joined. Limited bandwith. Back office infrastructure is abysmal. There's some sharp people here. However, dialogue among people is discouraged for fear of ruining the fund's diversification so little sharing of information or ideas occurs. Turnover is ridiculously high here and you get the sense every employee is one wrong move away from being shown the exit. Frankly, most people seem pretty unhappy here. Trading floors are like libraries, I'd imagine morgues are more lively.",,1.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,millenium
Wed Aug 05 2015 17:32:53 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Analyst,I worked at Millennium full-time,0,The firm is filled with smart people who work hard and are good at their job. The firm has a good payout ratio compared to comps.,There is very little culture. Risk controls are right and the pressure to perform is intense with your job on the line.,,3.0,2.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO,millenium
Thu Jul 23 2015 08:48:59 GMT-0400 (Eastern Daylight Time), Intern,"New York, NY",Current Employee ,VP,I have been working at Millennium full-time for more than 8 years,3,As a trading group you have your own little hedge fund within. Millennium keeps you fairly walled off from other groups. The capital is allocated to you and you simply invest and trade without regards to overall fund strategy. That is handled by hiring of diverse groups.,Some of the shared costs of the firm that you may not benefit from are allocated across all trading groups,,4.0,2.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,millenium
Fri May 15 2015 19:21:49 GMT-0400 (Eastern Daylight Time),,, ,Not much respect for technology,I worked at Millennium,19,Good respected company. Good pay. Pizza on Fridays.,Technology is viewed as a cost center. Promotions are extremely rare in technology. Very little freedom. Time tracking systems.,,3.0,3.0,3.0,2.0,3.0,3.0,Doesn't Recommend,Positive Outlook,Approves of CEO,millenium
Wed Jun 17 2015 20:56:23 GMT-0400 (Eastern Daylight Time), Compliance Analyst,"New York, NY",Current Employee ,Compliance Analyst,I have been working at Millennium full-time for more than 3 years,0,It is a very good company with good reputation.,Unfortunately I do not get the opportunity to grow here.,,3.0,5.0,4.0,4.0,2.0,4.0,,,,millenium
Fri Jun 19 2015 07:53:50 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Avoid if you can,I worked at Millennium full-time,8,"None, do not work here","Backstabbers, liars and very political",,1.0,,,,,,,,,millenium
Mon Apr 13 2015 09:55:46 GMT-0400 (Eastern Daylight Time), Tech Lead,"New York, NY",Former Employee ,Tech Lead,I worked at Millennium full-time,16,"Flexible hours, compensation on par with comparable businesses, up to date technology, midtown location, as well as offices in London and Asia, closeness to the business","Culture is changing to be more corporate, lots of management layers, huge emphasis on outsourcing, ineffective top tech managers, high turnover, no career path",,2.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,millenium
Sat Aug 02 2014 17:43:37 GMT-0400 (Eastern Daylight Time), Portfolio Manager,"New York, NY",Former Employee ,Portfolio Manager,I worked at Millennium full-time for more than 3 years,2,"Very competitive, great incentives to make you work long hours","Cut throat, so need to do more.",,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,,millenium
Wed Mar 26 2014 12:43:01 GMT-0400 (Eastern Daylight Time), Operations Analyst,"New York, NY",Current Employee ,Operations Analyst,I have been working at Millennium full-time for more than 8 years,0,Great work environment to work in,lack of internal communication which makes for surprises,,3.0,4.0,3.0,3.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,millenium
Thu Jan 09 2020 03:17:34 GMT-0500 (Eastern Standard Time), Business Analyst,"London, England",Current Employee ,Perfect job :),I have been working at Millennium part-time for more than a year,0,"good salary
good relationships with colleagues",far away from the city center ;(,,4.0,4.0,3.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,millenium
Wed Dec 04 2019 21:58:39 GMT-0500 (Eastern Standard Time),,,Current Employee ,A new joiner,I have been working at Millennium full-time,0,Lots to learn People are very helpful Great brand!,You need to work hard to stay competitive.,,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Wed Oct 16 2019 03:32:55 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Working for an American Hedge Fund,I worked at Millennium full-time,0,Get paid with no deferrals,Very stressful environment in general,,4.0,3.0,3.0,3.0,4.0,3.0,Recommends,Neutral Outlook,No opinion of CEO,millenium
Wed Aug 14 2019 22:56:26 GMT-0400 (Eastern Daylight Time), Quant Researcher,Singapore,Current Employee ,Good place for experienced traders,I have been working at Millennium full-time for more than 3 years,0,"Good tech support, free lunch every month","Average pay, hours can be bad sometimes",,4.0,4.0,4.0,3.0,,,,,,millenium
Fri May 03 2019 18:22:16 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Management,I have been working at Millennium full-time,0,Best company I have ever worked for,There are really no recommendations for improvements I can think of,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,millenium
Sat May 04 2019 03:13:20 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Researcher,I have been working at Millennium part-time,0,"Home office work, which is convenient",Things may become boring if you worked long enough.,,5.0,5.0,3.0,4.0,4.0,5.0,,,,millenium
